model,states,policy,escapement
3,8.535564853556485,7,7.933054393305439
3,8.635983263598327,8,7.93305439330544
3,8.736401673640167,9,7.933054393305438
3,8.836820083682008,10,7.933054393305439
3,8.93723849372385,11,7.93305439330544
3,9.03765690376569,12,7.933054393305439
3,9.138075313807532,13,7.93305439330544
3,9.238493723849372,14,7.933054393305438
3,9.338912133891213,15,7.933054393305439
3,9.439330543933055,16,7.93305439330544
3,9.539748953974895,17,7.933054393305439
3,9.640167364016737,18,7.93305439330544
3,9.740585774058577,19,7.933054393305438
3,9.841004184100418,20,7.933054393305439
3,9.94142259414226,21,7.93305439330544
3,10.0418410041841,22,7.933054393305438
3,10.142259414225942,23,7.93305439330544
3,10.242677824267782,24,7.933054393305438
3,10.343096234309623,25,7.933054393305439
3,10.443514644351465,26,7.93305439330544
3,10.543933054393305,27,7.933054393305438
3,10.644351464435147,28,7.93305439330544
3,10.744769874476987,29,7.933054393305438
3,10.845188284518828,30,7.933054393305439
3,10.94560669456067,31,7.93305439330544
3,11.04602510460251,32,7.933054393305438
3,11.146443514644352,33,7.93305439330544
3,11.246861924686192,34,7.933054393305438
3,11.347280334728033,35,7.933054393305439
3,11.447698744769875,36,7.93305439330544
3,11.548117154811715,37,7.933054393305438
3,11.648535564853557,38,7.93305439330544
3,11.748953974895397,39,7.933054393305438
3,11.849372384937238,40,7.933054393305439
3,11.94979079497908,41,7.93305439330544
3,12.05020920502092,42,7.933054393305439
3,12.150627615062762,43,7.933054393305439
3,12.251046025104602,44,7.933054393305438
3,12.351464435146443,45,7.933054393305439
3,12.451882845188285,46,7.93305439330544
3,12.552301255230125,47,7.933054393305439
3,12.652719665271967,48,7.933054393305439
3,12.753138075313807,49,7.933054393305438
3,12.853556485355648,50,7.933054393305439
3,12.95397489539749,51,7.93305439330544
3,13.05439330543933,52,7.933054393305439
3,13.154811715481172,53,7.933054393305439
3,13.255230125523012,54,7.933054393305438
3,13.355648535564853,55,7.933054393305439
3,13.456066945606695,56,7.93305439330544
3,13.556485355648535,57,7.933054393305439
3,13.656903765690377,58,7.933054393305439
3,13.757322175732217,59,7.933054393305438
3,13.857740585774058,60,7.933054393305439
3,13.9581589958159,61,7.93305439330544
3,14.05857740585774,62,7.933054393305439
3,14.158995815899582,63,7.933054393305439
3,14.259414225941422,64,7.933054393305438
3,14.359832635983263,65,7.933054393305439
3,14.460251046025105,66,7.93305439330544
3,14.560669456066945,67,7.933054393305439
3,14.661087866108787,68,7.933054393305439
3,14.761506276150627,69,7.933054393305438
3,14.861924686192468,70,7.933054393305439
3,14.96234309623431,71,7.93305439330544
3,15.06276150627615,72,7.933054393305439
3,15.163179916317992,73,7.933054393305439
3,15.263598326359832,74,7.933054393305438
3,15.364016736401673,75,7.933054393305439
3,15.464435146443515,76,7.93305439330544
3,15.564853556485355,77,7.933054393305439
3,15.665271966527197,78,7.933054393305439
3,15.765690376569037,79,7.933054393305438
3,15.866108786610878,80,7.933054393305439
3,15.96652719665272,81,7.93305439330544
3,16.06694560669456,82,7.933054393305438
3,16.1673640167364,83,7.933054393305438
3,16.267782426778243,84,7.93305439330544
3,16.368200836820083,85,7.933054393305438
3,16.468619246861923,86,7.933054393305438
3,16.569037656903767,87,7.93305439330544
3,16.669456066945607,88,7.93305439330544
3,16.769874476987447,89,7.933054393305438
3,16.87029288702929,90,7.93305439330544
3,16.97071129707113,91,7.93305439330544
3,17.07112970711297,92,7.933054393305438
3,17.17154811715481,93,7.933054393305438
3,17.271966527196653,94,7.93305439330544
3,17.372384937238493,95,7.933054393305438
3,17.472803347280333,96,7.933054393305438
3,17.573221757322177,97,7.93305439330544
3,17.673640167364017,98,7.93305439330544
3,17.774058577405857,99,7.933054393305438
3,17.8744769874477,100,7.93305439330544
3,17.97489539748954,101,7.93305439330544
3,18.07531380753138,102,7.933054393305438
3,18.17573221757322,103,7.933054393305438
3,18.276150627615063,104,7.93305439330544
3,18.376569037656903,105,7.933054393305438
3,18.476987447698743,106,7.933054393305438
3,18.577405857740587,107,7.93305439330544
3,18.677824267782427,108,7.93305439330544
3,18.778242677824267,109,7.933054393305438
3,18.87866108786611,110,7.93305439330544
3,18.97907949790795,111,7.93305439330544
3,19.07949790794979,112,7.933054393305438
3,19.17991631799163,113,7.933054393305438
3,19.280334728033473,114,7.93305439330544
3,19.380753138075313,115,7.933054393305438
3,19.481171548117153,116,7.933054393305438
3,19.581589958158997,117,7.93305439330544
3,19.682008368200837,118,7.93305439330544
3,19.782426778242677,119,7.933054393305438
3,19.88284518828452,120,7.93305439330544
3,19.98326359832636,121,7.93305439330544
3,20.0836820083682,122,7.933054393305438
3,20.18410041841004,123,7.933054393305438
3,20.284518828451883,124,7.93305439330544
3,20.384937238493723,125,7.933054393305438
3,20.485355648535563,126,7.933054393305438
3,20.585774058577407,127,7.93305439330544
3,20.686192468619247,128,7.93305439330544
3,20.786610878661087,129,7.933054393305438
3,20.88702928870293,130,7.93305439330544
3,20.98744769874477,131,7.93305439330544
3,21.08786610878661,132,7.933054393305438
3,21.18828451882845,133,7.933054393305438
3,21.288702928870293,134,7.93305439330544
3,21.389121338912133,135,7.933054393305438
3,21.489539748953973,136,7.933054393305438
3,21.589958158995817,137,7.93305439330544
